image_name,tags
test_23769,haze primary habitation road cultivation slash_burn conventional_mine
test_23770,haze primary habitation road cultivation slash_burn conventional_mine
test_23771,haze primary habitation road cultivation slash_burn conventional_mine
test_23772,haze primary habitation road cultivation slash_burn conventional_mine
test_23773,haze primary habitation road cultivation slash_burn
test_23774,haze primary habitation road cultivation slash_burn conventional_mine
test_23775,haze primary habitation road cultivation slash_burn
test_23776,haze primary habitation road cultivation slash_burn conventional_mine
test_23777,haze primary habitation road cultivation slash_burn
test_23778,haze primary habitation road cultivation slash_burn conventional_mine
test_23779,haze primary habitation road cultivation slash_burn
test_23780,haze primary road cultivation slash_burn
test_23781,haze primary habitation road cultivation slash_burn
test_23782,haze primary road cultivation slash_burn conventional_mine
test_23783,haze primary habitation road cultivation slash_burn conventional_mine
test_23784,haze primary habitation road cultivation slash_burn
test_23785,haze primary habitation road cultivation slash_burn
test_23786,haze primary habitation road cultivation slash_burn conventional_mine
test_23787,haze primary habitation road cultivation slash_burn conventional_mine
test_23788,haze primary habitation road cultivation slash_burn conventional_mine
test_23789,haze primary habitation road cultivation slash_burn
test_23790,haze primary habitation road cultivation slash_burn
test_23791,haze primary habitation road cultivation slash_burn conventional_mine
test_23792,haze primary habitation road cultivation slash_burn conventional_mine
test_23793,haze primary habitation road cultivation slash_burn
test_23794,haze primary road cultivation slash_burn
test_23795,haze primary habitation road cultivation slash_burn
test_23796,haze primary habitation road cultivation slash_burn conventional_mine
test_23797,haze primary habitation road cultivation slash_burn conventional_mine
test_23798,haze primary habitation road cultivation slash_burn
test_23799,haze primary habitation road cultivation slash_burn
test_23800,haze primary habitation road cultivation slash_burn conventional_mine
test_23801,haze primary habitation road cultivation slash_burn conventional_mine
test_23802,haze primary road cultivation slash_burn selective_logging
test_23803,haze primary habitation road cultivation slash_burn
test_23804,haze primary habitation road cultivation slash_burn
test_23805,haze primary habitation road cultivation slash_burn conventional_mine
test_23806,haze primary habitation road cultivation slash_burn
test_23807,haze primary habitation road cultivation slash_burn
test_23808,haze primary habitation road cultivation slash_burn conventional_mine
test_23809,haze primary habitation road cultivation slash_burn
test_23810,haze primary habitation road cultivation slash_burn conventional_mine
test_23811,haze primary habitation road cultivation slash_burn conventional_mine
test_23812,haze primary habitation road cultivation slash_burn
test_23813,haze primary habitation road cultivation slash_burn
test_23814,haze primary habitation road cultivation slash_burn conventional_mine
test_23815,haze primary habitation road cultivation slash_burn
test_23816,haze primary habitation road cultivation slash_burn conventional_mine
test_23817,haze primary habitation road cultivation slash_burn
test_23818,haze primary road cultivation slash_burn
test_23819,haze primary habitation road cultivation slash_burn
test_23820,haze primary road cultivation slash_burn
test_23821,haze primary habitation road cultivation slash_burn
test_23822,haze primary habitation road cultivation slash_burn conventional_mine
test_23823,haze primary habitation road cultivation slash_burn
test_23824,haze primary habitation road cultivation slash_burn conventional_mine
test_23825,haze primary habitation road cultivation slash_burn
test_23826,haze primary habitation road cultivation slash_burn conventional_mine
test_23827,haze primary habitation road cultivation slash_burn
test_23828,haze primary habitation road cultivation slash_burn conventional_mine
test_23829,haze primary habitation road cultivation slash_burn
test_23830,haze primary habitation road cultivation slash_burn
test_23831,haze primary habitation road cultivation slash_burn
test_23832,haze primary habitation road cultivation slash_burn conventional_mine
test_23833,haze primary habitation road cultivation slash_burn
test_23834,haze primary habitation road cultivation slash_burn
test_23835,haze primary habitation road cultivation slash_burn
test_23836,haze primary habitation road cultivation slash_burn
test_23837,haze primary habitation road cultivation slash_burn
test_23838,haze primary habitation road cultivation slash_burn
test_23839,haze primary habitation road cultivation slash_burn conventional_mine
test_23840,haze primary road cultivation slash_burn
test_23841,haze primary habitation road cultivation slash_burn conventional_mine
test_23842,haze primary habitation road cultivation slash_burn
test_23843,haze primary habitation road cultivation slash_burn
test_23844,haze primary habitation road cultivation slash_burn
test_23845,haze primary habitation road cultivation slash_burn conventional_mine
test_23846,haze primary road cultivation slash_burn
test_23847,haze primary habitation road cultivation slash_burn conventional_mine
test_23848,haze primary habitation road cultivation slash_burn conventional_mine
test_23849,haze habitation cultivation slash_burn conventional_mine
test_23850,haze primary habitation road cultivation slash_burn
test_23851,haze primary road cultivation slash_burn
test_23852,haze primary road cultivation slash_burn
test_23853,haze primary habitation road cultivation slash_burn
test_23854,haze primary habitation road cultivation slash_burn conventional_mine
test_23855,haze primary habitation road cultivation slash_burn
test_23856,haze primary habitation road cultivation slash_burn conventional_mine
test_23857,haze primary habitation road cultivation slash_burn conventional_mine
test_23858,haze primary habitation road cultivation slash_burn conventional_mine
test_23859,haze primary habitation road cultivation slash_burn conventional_mine
test_23860,haze primary habitation road cultivation slash_burn conventional_mine
test_23861,haze primary habitation road cultivation slash_burn conventional_mine
